participant id,event date,event name,event type,time,category
5118,2012-02-19,défi hivernal ile bizard,10 km,00:48:28,m40-49
5119,2016-07-03,demi-marathon de sherbrooke,10 km,00:51:23,f60-69
5119,2016-05-29,tamarack ottawa race weekend,ottawa half marathon,-1,f60-64
5119,2016-05-01,goodlife fitness toronto marathon,marathon,03:59:30,f60-64
5119,2015-06-27,demi-marathon de sherbrooke,10 km,00:52:44,f60-69
5119,2015-05-24,tamarack ottawa race weekend,ottawa half marathon,-1,f60-64
5119,2014-06-28,demi marathon de sherbrooke,10 km,00:52:33,f50-59
5119,2014-05-25,tamarack ottawa race weekend,scotiabank ottawa marathon,-1,f55-59
5119,2014-04-27,banque scotia 21km et 5km,21 km,01:53:01,f55-59
5119,2013-09-22,marathon oasis de montreal,marathon,04:01:01,f55-59
5119,2013-06-29,demi marathon de sherbrooke,demi-marathon,01:57:35,f50-59
5119,2013-05-26,ottawa race weekend,ottawa half-marathon - demi-marathon,-1,f55-59
5119,2013-04-28,banque scotia 21km et 5km,21 km,01:54:23,f55-59
5119,2012-06-30,demi marathon de sherbrooke,demi marathon,02:05:06,f50-59
5119,2012-05-27,ottawa race weekend,half marathon,02:07:36,f55-59
5120,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:59:52,f25-29
5121,2015-09-20,army run - course de l'armée,1/2 marathon - demi-marathon,01:40:32,m40-44
5121,2015-05-03,bmo vancouver marathon,marathon,04:30:31,m40-44
5121,2015-03-29,around the bay 30k road race,30 km,02:52:05,m40-44
5121,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:22:01,m40-44
5121,2014-05-04,goodlife fitness toronto marathon,half marathon,01:49:57,m40-44
5122,2016-09-04,courses thematiques 30 km sur les rives de boucherville,30 km,02:27:51,m40-49
5122,2016-07-16,vert le raid - québec méga trail,48 km skyrace,06:51:01,m40-49
5122,2016-05-22,courses thematiques marathon ssq de longueuil,marathon,03:55:48,m40-49
5122,2015-07-11,vert le raid - québec méga trail,50 km,06:29:54,m40-49
5122,2015-04-26,demi-marathon des guépards,21.1 km,01:31:43,m40-49
5122,2015-03-29,course et marche populaires de lasalle,10 km,00:43:25,m40-49
5122,2014-10-05,coupe dix30,21 km,01:36:36,m40-49
5122,2014-09-14,demi-marathon granby,demi marathon course,01:36:26,m40-49
5122,2013-09-22,marathon oasis de montreal,marathon,03:48:55,m40-44
5122,2013-09-08,demi-marathon granby,21km course,01:35:17,m40-49
5122,2013-09-02,defi populaire course/duathlon/triathlon la vallee du richelieu,5k,00:21:17,m40-44
5123,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:35:11,f35-39
5124,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:35:41,m30-34
5124,2013-06-09,demi marathon des pompiers de shawinigan,21 km,02:11:36,m20-29
5124,2013-04-28,course du cegep trois-rivieres,10 km,00:56:45,m-sen i
5125,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,01:31:28,m40-44
5125,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,03:15:46,m35-39
5125,2013-09-08,demi-marathon granby,21km course,01:28:47,m30-39
5125,2013-07-13,vert le raid - quebec mega trail,25 km,02:31:36,m30-39
5125,2012-08-26,marathon des deux rives lévis-québec,marathon,03:23:27,m30-39
5125,2012-06-10,la grande viree des sentiers st-bruno,20 km,01:25:29,m30-39
5126,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,01:47:44,m50-54
5126,2015-04-26,banque scotia 21k de montreal,demi marathon,01:42:20,m50-54
5127,2016-08-24,ironman mont-tremblant,overall results,12:18:22,m35-39
5127,2016-07-30,trimemphré magog,triathlon demi longue distance championnat provincial,05:39:34,m35-39
5127,2016-06-25,5i50 mont-tremblant,5i50 individuel,02:54:17,m35-39
5127,2016-06-11,triathlon de québec,triathlon sprint,01:22:56,m35-39
5127,2015-05-24,tamarack ottawa race weekend,ottawa marathon,-1,m35-39
5127,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:10:18,m35-39
5127,2013-10-20,defi du tour du lac beauport,6 km,00:40:36,m30-39
5127,2013-10-06,marathon de rimouski,42.2km,04:17:56,m30-39
5128,2013-09-22,marathon oasis de montreal,marathon,04:44:18,f50-54
5128,2013-08-25,edmonton marathon,half marathon,02:21:47,f50-59
5128,2012-10-07,bmo okanagan marathon,marathon,05:15:41,f40-49
5129,2013-09-22,marathon oasis de montreal,marathon,-1,f18-24
5130,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:29:28,m35-39
5131,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:05:02,f35-39
5131,2013-09-22,marathon oasis de montreal,marathon,04:42:20,f35-39
5132,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:01:10,m45-49
5132,2014-09-13,the north face ultra-trail harricana du canada,80 km (50 miles),09:47:26,m40-49
5132,2014-05-04,goodlife fitness toronto marathon,marathon,02:58:58,m45-49
5132,2013-09-07,ultra-trail harricana de charlevoix,65 km,07:07:51,m40-49
5132,2013-05-12,au rythme de nos foulées châteauguay,demi-marathon,01:31:44,m40-49
5132,2012-09-23,marathon oasis de montreal,marathon,03:52:40,m45-49
5132,2012-06-17,tour du lac brome,20 km route,01:48:39,m40-49
5132,2012-06-10,la grande viree des sentiers st-bruno,20 km,01:52:22,m40-49
5132,2012-05-13,au rythme de nos foulées châteauguay,demi-marathon,01:32:54,m40-49
5133,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:03:25,f40-44
5134,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:24:25,m30-34
5135,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:39:42,m55-59
5135,2012-09-30,marathon de rimouski,21.1 km,01:53:18,m50-59
5136,2013-09-22,marathon oasis de montreal,marathon,03:25:05,m25-29
5136,2012-03-25,course et marche populaires de lasalle,10 km,00:40:13,m20-29
5137,2013-09-22,marathon oasis de montreal,marathon,-1,m60-64
5138,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:24:57,f50-54
5139,2016-06-25,5i50 mont-tremblant,5i50 individuel,03:08:32,m55-59
5139,2016-05-29,tamarack ottawa race weekend,ottawa half marathon,-1,m55-59
5139,2015-08-01,triathlon de val d'or,triathlon olympique,02:52:07,m55-59
5139,2015-05-24,tamarack ottawa race weekend,ottawa half marathon,-1,m55-59
5139,2014-08-02,triathlon val d'or,triathlon sprint,01:35:10,m55-59
5139,2014-05-24,tamarack ottawa race weekend,lowertown brewery ottawa 10k,-1,m55-59
5139,2013-09-22,marathon oasis de montreal,marathon,03:58:19,m55-59
5139,2013-05-26,ottawa race weekend,ottawa half-marathon - demi-marathon,-1,m55-59
5139,2012-09-23,marathon oasis de montreal,demi-marathon,01:51:17,m55-59
5139,2012-05-27,ottawa race weekend,half marathon,02:01:11,m55-59
5140,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:01:55,m50-54
5141,2016-07-15,demi-marathon de la bande du canal,10 km,-1,m40-49
5141,2016-07-09,course d'un soir d' ete de longueuil,5 km,00:19:02,m40-49
5141,2016-07-08,le 5 et 10 km du p'tit train du nord,5 km,00:17:59,m40-49
5141,2015-11-08,demi-marathon des microbrasseries,10 km,00:39:46,m40-49
5141,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:15:03,m40-44
5141,2015-07-11,triathlon saint-lambert,triathlon sprint,01:04:22,m40-44
5142,2016-05-28,tamarack ottawa race weekend,ottawa 2k,-1,f45-49
5142,2015-08-12,le 5km endurance,2 km,00:09:07,f40-49
5142,2015-08-09,demi-marathon de mont-tremblant,demi-marathon,01:53:40,f40-49
5142,2015-05-24,tamarack ottawa race weekend,ottawa half marathon,-1,f40-44
5142,2014-09-28,marathon oasis rock ‘n’ roll de montréal,demi-marathon,01:46:21,f40-44
5142,2014-06-15,mud hero montreal,6 km mud run and obstacle course,00:41:58,f40-44
5142,2014-05-25,tamarack ottawa race weekend,scotiabank ottawa half marathon,-1,f40-44
5142,2014-04-27,banque scotia 21km et 5km,21 km,01:46:34,f40-44
5142,2013-09-22,marathon oasis de montreal,demi-marathon,01:48:12,f40-44
5142,2013-05-26,ottawa race weekend,ottawa marathon,-1,f40-44
5142,2013-04-28,banque scotia 21km et 5km,21 km,01:51:46,f40-44
5142,2012-06-17,tour du lac brome,20 km route,01:58:13,f40-49
5142,2012-05-27,ottawa race weekend,marathon,03:54:49,f40-44
5142,2012-05-06,défi course et marche desjardins sainte thérèse,5 km,00:23:12,f40-49
5142,2012-04-29,banque scotia 21km et 5km,21.1 km,01:49:59,f40-44
5142,2012-04-22,course saint-laurent,5 km,00:23:14,f40-49
5143,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,-1,m35-39
5143,2015-04-25,demi-marathon des érables,30 km,02:45:26,m30-39
5144,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:05:35,m25-29
5144,2014-09-28,marathon oasis rock ‘n’ roll de montréal,demi-marathon,03:09:19,m25-29
5145,2014-10-12,demi-marathon des couleurs promutuel,5km,00:31:32,m40-49
5145,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,03:24:07,m40-44
5145,2014-04-27,course du cegep trois-rivieres,10 km,00:39:00,m-veteran i
5145,2013-08-25,marathon des deux rives lévis-québec,marathon,03:26:08,m40-49
5145,2013-07-27,festi-beach du lac a la tortue,21 km,01:30:38,m40-49
5145,2013-04-28,course du cegep trois-rivieres,10 km,00:40:22,m-vet i
5145,2012-10-07,demi marathon des couleurs de becancour,demi marathon,01:29:55,m40-49
5146,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:02:38,m18-24
5146,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:21:11,m18-24
5147,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:45:41,m40-44
5148,2013-09-22,marathon oasis de montreal,marathon,03:38:55,m55-59
5149,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:24:30,m55-59
5149,2014-05-25,tamarack ottawa race weekend,scotiabank ottawa half marathon,-1,m55-59
5150,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:56:18,m30-34
5151,2014-05-25,tamarack ottawa race weekend,scotiabank ottawa marathon,-1,f35-39
5151,2013-09-22,marathon oasis de montreal,marathon,04:00:24,f35-39
5151,2013-04-28,banque scotia 21km et 5km,21 km,01:49:48,f35-39
5152,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:41:30,m65-69
5152,2014-03-30,around the bay road races,30 km,03:03:56,m65-69
5152,2013-08-17,a mid summer nights run,30 km,02:46:19,m60-69
5152,2013-05-05,goodlife toronto marathon. half marathon. and 5k,full marathon,03:59:04,m65-69
5152,2013-03-24,around the bay road races,30 km,02:53:01,m65-69
5153,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:25:48,f35-39
5154,2012-09-23,marathon oasis de montreal,marathon,03:39:39,m25-29
5155,2014-08-02,vert le raid - demi-marathon de l'isle-aux-coudres,23.5 km the north face,02:03:57,no-age
5155,2013-09-22,marathon oasis de montreal,marathon,04:07:37,f25-29
5156,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,02:55:10,m40-44
5157,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:29:18,m35-39
5158,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,-1,m25-29
5158,2014-08-24,marathon ssq lévis-québec,demi-marathon,-1,m20-29
5158,2014-06-08,course mec quebec #3,demi-marathon 21.1 km,01:24:52,m20-29
5158,2014-05-04,demi marathon international oasis de levis,demi-marathon,01:19:51,m20-29
5158,2014-03-30,course et marche populaires de lasalle,10 km,00:36:30,m20-29
5158,2012-02-18,demi marathon hypothermique,demi marathon,01:39:35,m20-29
5159,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:13:20,m55-59
5160,2016-09-10,triathlon esprit de montreal,demi esprit,-1,m30-34
5160,2016-08-07,triathlon international de montreal,triathlon olympique qualification mondiaux 2017,02:20:13,m35-39
5160,2016-08-07,triathlon international de montreal,triathlon olympique,02:20:13,m30-34
5160,2016-07-10,ironman 70.3 muskoka,overall,04:47:25,m30-34
5160,2016-06-27,ironman 70.3 mont-tremblant,individuel,04:33:18,m30-34
5160,2015-10-18,scotiabank toronto waterfront marathon,marathon,-1,m30-34
5160,2015-08-16,demi-marathon des vergers,15 km,00:56:41,m30-39
5160,2015-06-21,ironman 70.3 mont-tremblant,individuel,04:38:56,m30-34
5160,2015-05-31,triathlon challenge antoine-manseau joliette,triathlon sprint ag ouvert,01:09:05,m30-34
5160,2015-04-26,banque scotia 21k de montreal,demi marathon,01:19:18,m30-34
5160,2015-03-29,course et marche populaires de lasalle,10 km,00:36:19,m30-39
5160,2014-10-19,classique du parc la fontaine,10 km,00:37:10,m30-39
5160,2014-05-25,tamarack ottawa race weekend,scotiabank ottawa half marathon,-1,m30-34
5160,2014-04-13,course saint-laurent,10 km,00:37:44,m30-39
5160,2014-03-30,course et marche populaires de lasalle,10 km,00:39:23,m30-39
5160,2014-02-01,triathlon d'hiver saint-donat,10 km,00:41:27,m-sen
5160,2013-09-22,marathon oasis de montreal,demi-marathon,01:32:30,m30-34
5160,2013-08-25,marathon des deux rives lévis-québec,demi-marathon,01:33:14,m30-39
5160,2013-05-05,goodlife toronto marathon. half marathon. and 5k,half marathon,01:33:42,m30-34
5160,2012-09-23,marathon oasis de montreal,marathon,04:13:35,m30-34
5161,2016-06-19,courses thematiques tour du lac brome merrell,20 km,01:47:55,m50-59
5161,2014-07-02,coupe dix30,10 km,00:51:27,m40-49
5161,2013-05-26,ottawa race weekend,ottawa marathon,-1,m45-49
5161,2012-11-04,oka road race,demi-marathon,02:01:34,m40-49
5161,2012-09-23,marathon oasis de montreal,marathon,03:51:50,m45-49
5161,2012-06-17,tour du lac brome,20 km route,01:57:32,m40-49
5161,2012-06-17,tour du lac brome,challenge marathon,04:14:51,m40-49
5161,2012-06-16,tour du lac brome,22.2 km chemin de campagne,02:17:19,m40-49
5162,2014-10-05,marathon de rimouski,demi-marathon,01:30:22,f29-
5162,2013-08-25,marathon des deux rives lévis-québec,demi-marathon,01:32:24,f20-29
5162,2013-05-26,ottawa race weekend,ottawa half-marathon - demi-marathon,-1,f25-29
5162,2012-09-23,marathon oasis de montreal,marathon,03:17:30,f25-29
5163,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,03:13:20,f45-49
5164,2013-09-22,marathon oasis de montreal,marathon,04:19:10,m40-44
5165,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,01:37:25,m45-49
5166,2016-05-29,tamarack ottawa race weekend,ottawa marathon,-1,m40-44
5166,2016-05-01,goodlife fitness toronto marathon,marathon,05:39:50,m40-44
5166,2016-04-03,around the bay 30k road race,30 km,04:02:41,m40-44
5166,2015-10-18,scotiabank toronto waterfront marathon,marathon,-1,m40-44
5166,2015-10-04,the county marathon,full marathon,05:30:51,m40-49
5166,2015-08-30,marathon ssq lévis-québec,marathon,-1,m40-49
5166,2015-05-24,tamarack ottawa race weekend,ottawa marathon,-1,m40-44
5166,2015-05-03,goodlife fitness toronto marathon,marathon,05:04:11,m40-44
5166,2015-03-29,around the bay 30k road race,30 km,04:03:59,m40-44
5166,2014-10-26,niagara falls international marathon,marathon,05:52:30,m40-49
5166,2014-10-19,scotiabank toronto waterfront marathon,marathon,05:32:53,m40-44
5166,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:55:27,m40-44
5166,2014-08-16,a mid summer nights run,30 km,03:24:21,m40-49
5166,2014-05-25,tamarack ottawa race weekend,scotiabank ottawa marathon,-1,m40-44
5166,2014-05-04,mississauga marathon races,marathon,04:55:56,m40-49
5166,2014-03-30,around the bay road races,30 km,03:45:30,m40-44
5166,2013-10-20,scotiabank toronto waterfront marathon,marathon,04:40:20,m40-44
5166,2013-08-17,a mid summer nights run,30 km,03:04:56,m40-49
5166,2013-05-05,mississauga marathon races,marathon,04:35:07,m40-49
5166,2013-03-24,around the bay road races,30 km,03:18:05,m40-44
5166,2012-10-14,scotiabank toronto waterfront marathon,marathon,05:04:25,m40-44
5166,2012-08-18,a mid summer nights run,30km race,03:07:50,m40-49
5166,2012-05-06,goodlife toronto marathon. half marathon. and 5k,marathon,04:36:41,m40-44
5166,2012-03-25,around the bay road races,30 km,03:03:53,m40-44
5167,2015-09-20,marathon oasis rock 'n' roll de montreal,5 km,00:20:55,m12-14
5168,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:20:25,m35-39
5169,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,03:01:39,f45-49
5170,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:36:32,m30-34
5171,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,06:53:50,f40-44
5172,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:03:09,m35-39
5172,2014-06-08,demi marathon des pompiers de shawinigan,demi-marathon,01:48:45,male
5173,2016-06-19,courses thematiques tour du lac brome merrell,20 km,01:38:33,m30-39
5173,2013-09-22,marathon oasis de montreal,marathon,03:41:15,m35-39
5173,2013-05-26,ottawa race weekend,ottawa marathon,-1,m30-34
5173,2012-09-23,marathon oasis de montreal,marathon,03:45:18,m30-34
5174,2014-05-25,tamarack ottawa race weekend,scotiabank ottawa marathon,-1,f30-34
5174,2013-09-22,marathon oasis de montreal,marathon,04:12:15,f30-34
5174,2013-08-11,triathlon trimemphre de magog,duathlon olympique,03:09:40,f30-39
5174,2012-11-04,oka road race,demi-marathon,01:51:29,f20-29
5174,2012-09-23,marathon oasis de montreal,demi-marathon,01:55:32,f25-29
5175,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:37:43,f25-29
5176,2016-05-08,au rythme de nos foulées châteauguay,demi-marathon,02:06:06,m50-59
5176,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:21:17,m50-54
5176,2014-10-26,niagara falls international marathon,marathon,04:36:45,m50-59
5176,2014-09-28,marathon oasis rock ‘n’ roll de montréal,demi-marathon,02:43:54,m50-54
5176,2014-06-15,tour du lac brome,20 km route,01:56:44,m50-59
5176,2014-05-11,au rythme de nos foulées châteauguay,demi-marathon,02:04:11,m50-59
5176,2014-03-30,around the bay road races,30 km,03:34:59,m50-54
5176,2013-10-27,niagara falls international marathon,half marathon,02:00:30,m50-54
5176,2013-09-22,marathon oasis de montreal,marathon,04:27:52,m50-54
5176,2013-09-07,triathlon esprit de montreal,triathlon olympique,02:58:20,m50-54
5176,2013-08-25,marathon des deux rives lévis-québec,demi-marathon,02:02:20,m50-59
5176,2013-07-21,triathlon verdun,triathlon sprint,01:33:31,m50-54
5176,2013-06-16,tour du lac brome,20 km route,02:01:04,m50-59
5176,2013-05-12,au rythme de nos foulées châteauguay,5 km,00:25:35,m50-59
5176,2013-03-24,course et marche populaires de lasalle,10 km,00:56:06,m50-59
5176,2012-09-23,marathon oasis de montreal,demi-marathon,02:02:02,m50-54
5176,2012-08-26,marathon des deux rives lévis-québec,demi-marathon,02:11:20,m50-59
5176,2012-07-14,demi-marathon marcel jobin,21 km,02:00:45,m50-59
5176,2012-06-17,tour du lac brome,20 km route,01:55:36,m50-59
5176,2012-05-13,au rythme de nos foulées châteauguay,10 km,00:53:31,m50-59
5177,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:00:47,m40-44
5178,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:30:50,m40-44
5179,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:18:48,f25-29
5180,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:02:18,m40-44
5181,2015-04-26,banque scotia 21k de montreal,demi marathon,01:29:45,m35-39
5181,2014-04-27,banque scotia 21km et 5km,21 km,01:29:04,m35-39
5181,2012-09-23,marathon oasis de montreal,marathon,03:56:30,m30-34
5181,2012-04-29,banque scotia 21km et 5km,21.1 km,01:32:16,m30-34
5182,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,-1,m25-29
5183,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:54:09,m55-59
5183,2013-06-15,mud hero montreal,6km,00:47:18,m50-54
5183,2012-09-23,marathon oasis de montreal,marathon,03:58:23,m50-54
5184,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:34:43,m50-54
5184,2013-09-22,marathon oasis de montreal,marathon,04:08:37,m50-54
5184,2012-09-30,marathon de rimouski,21.1 km,01:49:36,m40-49
5185,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:52:03,m30-34
5186,2012-09-23,marathon oasis de montreal,marathon,04:46:22,m30-34
5187,2015-08-30,marathon ssq lévis-québec,marathon,-1,f50-59
5187,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:23:07,f45-49
5188,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:25:09,f35-39
5189,2014-04-27,banque scotia 21km et 5km,21 km,01:26:46,m25-29
5189,2013-04-28,banque scotia 21km et 5km,21 km,01:29:31,m25-29
5189,2012-09-23,marathon oasis de montreal,marathon,03:22:11,m25-29
5190,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,01:50:04,m35-39
5191,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:02:38,f30-34
5192,2013-09-22,marathon oasis de montreal,marathon,04:52:56,m30-34
5193,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:00:12,m35-39
5194,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,01:54:15,m35-39
5195,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:22:31,m30-34
5196,2016-06-27,ironman 70.3 mont-tremblant,individuel,06:57:17,m50-54
5196,2015-05-23,tamarack ottawa race weekend,ottawa 10k,-1,m50-54
5196,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,06:01:52,m45-49
5196,2014-09-06,triathlon esprit de montreal,triathlon olympique,02:54:03,m45-49
5196,2014-05-25,tamarack ottawa race weekend,scotiabank ottawa half marathon,-1,m45-49
5196,2013-09-22,marathon oasis de montreal,demi-marathon,02:00:03,m45-49
5196,2013-09-07,triathlon esprit de montreal,triathlon olympique,02:54:56,m45-49
5196,2013-06-30,triathlon academie ste-therese/ville de blainville,sprint,01:24:54,m40+
5196,2013-05-26,ottawa race weekend,ottawa half-marathon - demi-marathon,-1,m45-49
5196,2012-11-04,oka road race,10k course,00:58:00,m40-49
5196,2012-09-23,marathon oasis de montreal,10 km,00:53:58,m45-49
5197,2013-06-29,demi marathon de sherbrooke,demi-marathon,01:39:17,m30-39
5197,2013-06-15,triathlon lac beauport,triathlon,01:57:10,m30-34
5197,2013-05-26,triathlon duathlon d'oka,duathlon,01:29:03,m30-34
5197,2013-05-05,demi marathon international oasis de levis,demi marathon,01:36:01,m30-39
5197,2012-09-23,marathon oasis de montreal,marathon,03:34:54,m30-34
5197,2012-09-09,demi-marathon granby,demi marathon,01:41:29,m30-39
5197,2012-08-26,marathon des deux rives lévis-québec,marathon,03:58:55,m30-39
5197,2012-05-06,demi marathon international de quebec,demi marathon,01:45:05,m30-39
5198,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:36:49,f35-39
5199,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:25:19,m35-39
5200,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:51:23,f18-24
5200,2013-10-13,ottawa fall colours marathon events,half marathon,02:04:09,f20-24
5201,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:07:47,m55-59
5201,2014-09-21,army run - course de l'armée,half marathon - demi marathon,01:42:15,m50-54
5201,2012-09-23,marathon oasis de montreal,10 km,00:45:36,m50-54
5202,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:46:08,m45-49
5202,2014-09-28,marathon oasis rock ‘n’ roll de montréal,demi-marathon,02:44:19,m45-49
5202,2013-09-22,marathon oasis de montreal,marathon,04:38:12,m45-49
5202,2012-09-23,marathon oasis de montreal,demi-marathon,01:56:08,m45-49
5203,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:32:33,m35-39
5203,2015-08-23,demi-marathon bonneville de lachine,21.1 km,01:53:28,m30-39
5204,2014-09-28,marathon oasis rock ‘n’ roll de montréal,demi-marathon,03:36:27,m35-39
5204,2013-09-22,marathon oasis de montreal,marathon,-1,m25-29
5205,2014-09-28,marathon oasis rock ‘n’ roll de montréal,demi-marathon,02:25:15,f45-49
5205,2013-09-22,marathon oasis de montreal,marathon,04:19:36,f40-44
5206,2012-09-23,marathon oasis de montreal,marathon,04:18:46,f55-59
5207,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:23:56,m45-49
5208,2016-05-28,tamarack ottawa race weekend,ottawa 5k,-1,m50-54
5208,2014-06-28,demi marathon de sherbrooke,10 km,00:56:56,m50-59
5208,2013-06-29,demi marathon de sherbrooke,5 km,00:26:27,m30-39
5208,2012-09-23,marathon oasis de montreal,marathon,03:44:30,m50-54
5208,2012-06-30,demi marathon de sherbrooke,demi marathon,02:19:45,m40-49
5209,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:54:07,f18-24
5210,2016-08-17,le 5km endurance,5 km,00:18:36,m40-49
5210,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:56:16,m40-44
5210,2015-02-22,demi-marathon des glaces,demi-marathon,01:30:31,m40-49
5211,2015-10-18,scotiabank toronto waterfront marathon,marathon,-1,m40-44
5211,2015-05-24,tamarack ottawa race weekend,ottawa half marathon,-1,m40-44
5211,2014-09-28,marathon oasis rock ‘n’ roll de montréal,demi-marathon,02:02:42,m40-44
5211,2014-05-25,tamarack ottawa race weekend,scotiabank ottawa half marathon,-1,m40-44
5211,2013-05-12,au rythme de nos foulées châteauguay,demi-marathon,01:44:16,m40-49
5212,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,03:18:04,m55-59
5212,2013-09-22,marathon oasis de montreal,10km,01:04:26,m50-54
5213,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,01:52:12,f35-39
5214,2016-07-03,le triathlon de victoriaville,triathlon olympique,02:15:59,m40-49
5214,2016-06-18,triathlon fbl drummondville,triathlon olympique - coupe québec,02:16:31,m40-44
5214,2015-10-11,demi-marathon des couleurs promutuel,marathon,03:24:50,m40-49
5214,2015-09-12,triathlon esprit de montreal,demi esprit,04:49:05,m40-44
5214,2015-08-16,ironman mont-tremblant,overall,10:43:53,m40-44
5214,2015-06-28,le triathlon de victoriaville,triathlon olympique,02:17:27,m40-49
5214,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,03:36:37,m40-44
5214,2014-09-06,triathlon esprit de montreal,esprit,10:00:30,m40-44
5214,2014-08-03,triathlon terrebonne,sprint triathlon,01:10:18,m40-49
5214,2013-10-26,defi courses du festival de chasse de la haute-saint-maurice,10 km route,00:41:01,m 35-39
5214,2013-10-13,demi marathon des couleurs de becancour,21.1 km,01:27:46,m30-39
5214,2013-09-07,triathlon esprit de montreal,demi- esprit,04:26:28,m40-44
5214,2013-08-25,triathlon de valleyfield,triathlon sprint,01:11:30,m40-44
5214,2013-08-11,triathlon trimemphre de magog,triathlon olympique,02:28:54,m40-44
5214,2013-07-21,triathlon verdun,triathlon sprint,01:12:57,m40-44
5214,2013-07-14,challenge o2 merrell,triathlon olympique,02:35:20,m40-44
5214,2013-06-22,triathlon - duathlon trois-rivieres,triathlon sprint,01:09:13,m40-44
5214,2012-08-19,ironman mont-tremblant,overall,10:53:39,m35-39
5214,2012-07-22,triathlon trimemphre de magog,triathlon olympique,02:27:56,m35-39
